죄종별,항목,단위,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,행정구역
정보통신망이용촉진및정보보호등에관한법률(음란물유포),발생건수[건],건,1087.0,545,692.0,423,302,429,299,233,186,122,서울특별시
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",발생건수[건],건,1729.0,2628,3638.0,1974,2619,2135,2033,1462,1632,1766,서울특별시
성폭력범죄의처벌등에관한특례법(통신매체이용음란),발생건수[건],건,216.0,298,243.0,241,293,357,420,598,1323,2297,서울특별시
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),발생건수[건],건,63.0,122,137.0,105,86,193,208,191,152,157,서울특별시
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),발생건수[건],건,325.0,144,67.0,112,59,164,226,444,344,219,서울특별시
풍속영업의규제에관한법률,발생건수[건],건,158.0,85,43.0,45,58,52,29,19,19,19,서울특별시
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",발생건수[건],건,,,,,,,,13,55,48,서울특별시
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",발생건수[건],건,,,,,,,,15,105,122,서울특별시
도박범죄,발생건수[건],건,1087.0,1283,1322.0,2151,1224,813,1076,1363,998,593,서울특별시
도박,발생건수[건],건,784.0,969,870.0,1036,609,437,483,614,568,290,서울특별시
도박(상습),발생건수[건],건,115.0,57,25.0,68,45,13,18,6,5,9,서울특별시
도박개장,발생건수[건],건,117.0,122,155.0,132,94,77,121,220,188,130,서울특별시
복표발매(중개·취득),발생건수[건],건,,1,,-,1,-,-,-,2,4,서울특별시
기타도박범죄,발생건수[건],건,71.0,134,272.0,915,475,286,454,523,235,160,서울특별시
특별경제범죄,발생건수[건],건,19696.0,21099,22404.0,17424,15328,14066,13089,11833,9233,11436,서울특별시
"신용,업무와경매에관한죄",발생건수[건],건,4776.0,5262,5812.0,5900,5457,5508,5172,5128,3766,4155,서울특별시
여신전문금융업법위반,발생건수[건],건,1313.0,1466,1143.0,786,619,619,470,463,311,362,서울특별시
대부업의등록및금융이용자보호에관한법률,발생건수[건],건,555.0,385,238.0,199,253,295,245,268,161,168,서울특별시
유사수신행위의규제에관한법률,발생건수[건],건,146.0,155,150.0,335,369,383,498,613,226,377,서울특별시
전자금융거래법위반,발생건수[건],건,1041.0,1640,2185.0,1272,1362,1807,2070,1304,1234,1412,서울특별시
부정수표단속법,발생건수[건],건,1747.0,1330,900.0,614,578,422,502,205,218,119,서울특별시
조세범처벌법,발생건수[건],건,957.0,884,674.0,627,583,578,515,598,465,460,서울특별시
관세법,발생건수[건],건,,,1.0,4,-,2,-,-,1,-,서울특별시
외국환거래법,발생건수[건],건,52.0,55,54.0,33,40,38,37,30,45,50,서울특별시
지방세법,발생건수[건],건,32.0,15,66.0,39,27,52,53,16,7,4,서울특별시
저작권법,발생건수[건],건,7943.0,8555,10000.0,6305,4916,3266,2186,1738,1688,3124,서울특별시
특허법,발생건수[건],건,65.0,48,41.0,56,68,54,43,54,18,9,서울특별시
상표법,발생건수[건],건,653.0,956,819.0,884,718,691,869,747,708,755,서울특별시
실용신안법,발생건수[건],건,20.0,7,15.0,10,4,4,1,5,5,3,서울특별시
디자인보호법,발생건수[건],건,97.0,137,77.0,59,72,63,64,94,37,30,서울특별시
컴퓨터프로그램보호법,발생건수[건],건,1.0,,3.0,-,-,-,-,-,-,-,서울특별시
특가법(관세),발생건수[건],건,,,1.0,-,2,2,1,-,-,-,서울특별시
특가법(국고손실),발생건수[건],건,1.0,,1.0,1,-,-,-,-,1,1,서울특별시
특가법(조세),발생건수[건],건,72.0,55,51.0,79,97,117,81,90,51,55,서울특별시
특경법(무인가단기금융업),발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
특경법(사금융알선등),발생건수[건],건,9.0,3,3.0,2,2,2,3,3,3,4,서울특별시
특경법(재산국외도피),발생건수[건],건,3.0,2,3.0,1,-,-,3,1,-,-,서울특별시
기타경제범죄,발생건수[건],건,213.0,144,167.0,218,161,163,276,476,288,348,서울특별시
마약범죄,발생건수[건],건,885.0,1093,1361.0,1465,1736,1553,1882,2142,2183,2797,서울특별시
아편·몰핀에관한죄,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
마약류관리에관한법률(대마),발생건수[건],건,123.0,162,262.0,218,272,205,423,640,564,792,서울특별시
마약류관리에관한법률(마약),발생건수[건],건,28.0,54,22.0,25,32,48,69,54,93,144,서울특별시
마약류관리에관한법률(향정),발생건수[건],건,731.0,868,1071.0,1202,1428,1289,1356,1441,1523,1839,서울특별시
마약류불법거래방지에관한특례법,발생건수[건],건,3.0,9,6.0,20,3,11,34,7,2,14,서울특별시
특가법(마약),발생건수[건],건,,,,-,-,-,-,-,-,1,서울특별시
특가법(향정),발생건수[건],건,,,,-,1,-,-,-,1,7,서울특별시
보건범죄,발생건수[건],건,3896.0,4093,3945.0,3878,3612,2899,3432,3946,4275,4290,서울특별시
음용수에관한죄,발생건수[건],건,2.0,,1.0,7,3,1,2,3,3,1,서울특별시
공중위생관리법,발생건수[건],건,171.0,315,493.0,755,626,405,660,357,385,296,서울특별시
식품위생법,발생건수[건],건,1903.0,1830,1591.0,1504,1443,1057,1233,1401,903,840,서울특별시
의료법,발생건수[건],건,664.0,610,740.0,670,790,872,907,799,678,548,서울특별시
약사법,발생건수[건],건,489.0,571,444.0,273,252,183,218,239,200,251,서울특별시
감염병예방법,발생건수[건],건,,,,-,-,-,-,740,1831,2117,서울특별시
보건범죄특조법(부정식품),발생건수[건],건,1.0,2,1.0,-,-,-,1,-,1,-,서울특별시
보건범죄특조법(부정의료업자),발생건수[건],건,53.0,45,41.0,39,52,40,53,26,21,19,서울특별시
보건범죄특조법(부정의약품),발생건수[건],건,6.0,,7.0,3,5,2,1,1,1,3,서울특별시
기타보건범죄,발생건수[건],건,607.0,720,627.0,627,441,339,357,380,252,215,서울특별시
환경범죄,발생건수[건],건,45.0,64,54.0,58,52,66,90,39,30,49,서울특별시
대기환경보전법,발생건수[건],건,6.0,11,9.0,15,11,13,6,12,8,12,서울특별시
토양환경보전법,발생건수[건],건,1.0,2,1.0,2,-,-,2,-,-,2,서울특별시
수질환경보전법,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
야생생물보호및관리에관한법률위반,발생건수[건],건,,5,4.0,8,4,3,2,2,5,5,서울특별시
특가법(산림),발생건수[건],건,,,,-,-,-,-,,,,서울특별시
폐기물관리법,발생건수[건],건,16.0,26,8.0,16,13,19,20,20,9,13,서울특별시
해양환경관리법,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
환경범죄의단속에관한특별조치법,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
기타환경범죄,발생건수[건],건,22.0,20,32.0,17,24,31,60,5,8,17,서울특별시
교통범죄,발생건수[건],건,86558.0,76492,74957.0,74251,67379,61139,55278,50899,43243,32106,서울특별시
교통사고,발생건수[건],건,44556.0,45759,46666.0,43463,40620,40844,39841,36998,31073,18109,서울특별시
교통사고처리특례법,발생건수[건],건,34248.0,35837,36583.0,35318,33521,34786,34482,31188,25578,12722,서울특별시
도로교통법,발생건수[건],건,3145.0,2753,3429.0,2957,2724,2292,2277,2454,2597,2334,서울특별시
도로교통법(사고후미조치),발생건수[건],건,3930.0,4066,3537.0,2507,1746,1166,916,931,839,818,서울특별시
특가법(도주차량),발생건수[건],건,1513.0,1423,1402.0,1073,979,1032,963,1043,975,1105,서울특별시
특가법(위험운전치사상),발생건수[건],건,1720.0,1680,1715.0,1608,1650,1568,1203,1332,998,1036,서울특별시
특가법(어린이보호구역치사상),발생건수[건],건,,,,,,,,50,86,94,서울특별시
교통사고외,발생건수[건],건,42002.0,30733,28291.0,30788,26759,20295,15437,13901,12170,13997,서울특별시
교통방해의죄,발생건수[건],건,484.0,617,497.0,768,146,88,76,70,63,83,서울특별시
도로교통법(공동위험행위),발생건수[건],건,32.0,15,10.0,10,7,6,3,6,4,4,서울특별시
도로교통법(무면허운전),발생건수[건],건,6633.0,6607,6885.0,7795,6819,4377,3791,2894,2598,2173,서울특별시
도로교통법(음주운전),발생건수[건],건,34442.0,23100,20337.0,21748,19333,15355,11167,10518,9067,10990,서울특별시
도로교통법(음주측정거부),발생건수[건],건,321.0,246,256.0,272,300,328,306,313,295,504,서울특별시
도로법,발생건수[건],건,90.0,148,306.0,195,154,141,94,100,143,243,서울특별시
기타교통범죄,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
노동범죄,발생건수[건],건,243.0,147,214.0,510,586,184,98,57,79,90,서울특별시
근로기준법,발생건수[건],건,6.0,,2.0,2,3,7,4,2,6,5,서울특별시
노동조합및노동관계조정법,발생건수[건],건,1.0,2,1.0,4,1,2,3,2,-,2,서울특별시
산업안전보건법,발생건수[건],건,3.0,4,2.0,4,7,4,6,1,6,1,서울특별시
직업안정법,발생건수[건],건,158.0,101,130.0,115,92,64,72,37,26,23,서울특별시
기타노동범죄,발생건수[건],건,75.0,40,79.0,385,483,107,13,15,41,59,서울특별시
안보범죄,발생건수[건],건,56.0,21,38.0,19,24,30,109,136,103,62,서울특별시
공안을해하는죄,발생건수[건],건,7.0,7,7.0,8,5,13,93,105,61,46,서울특별시
국가보안법,발생건수[건],건,45.0,14,24.0,9,11,13,9,16,33,7,서울특별시
기타안보범죄,발생건수[건],건,4.0,,7.0,2,8,4,7,15,9,9,서울특별시
선거범죄,발생건수[건],건,76.0,239,26.0,179,142,214,27,205,134,580,서울특별시
공직선거법,발생건수[건],건,76.0,237,17.0,173,135,195,6,196,126,568,서울특별시
정당법,발생건수[건],건,,,,1,3,7,1,2,4,2,서울특별시
정치자금법,발생건수[건],건,,2,4.0,3,4,11,5,6,1,9,서울특별시
기타선거범죄,발생건수[건],건,,,5.0,2,-,1,15,1,3,1,서울특별시
병역범죄,발생건수[건],건,7364.0,5556,4664.0,4163,3784,3456,3068,765,318,1055,서울특별시
병역법,발생건수[건],건,3207.0,1837,1604.0,1670,1866,2052,1820,431,289,848,서울특별시
예비군법위반,발생건수[건],건,4155.0,3715,3058.0,2491,1917,1402,1248,334,28,207,서울특별시
기타병역범죄,발생건수[건],건,2.0,4,2.0,2,1,2,-,-,1,-,서울특별시
기타범죄,발생건수[건],건,34689.0,38030,42063.0,44859,43277,42522,42491,42163,43935,51879,서울특별시
가정폭력범죄의처벌등에관한특례법위반,발생건수[건],건,,26,32.0,23,25,75,76,95,224,266,서울특별시
개인정보보호법,발생건수[건],건,4.0,290,272.0,280,315,365,382,517,521,564,서울특별시
건설산업기본법,발생건수[건],건,137.0,80,259.0,538,818,517,173,144,114,124,서울특별시
건설폐기물의재활용촉진에관한법률,발생건수[건],건,2.0,2,1.0,-,1,1,-,1,2,1,서울특별시
건축법,발생건수[건],건,322.0,267,319.0,389,297,260,251,317,240,168,서울특별시
게임산업진흥에관한법률,발생건수[건],건,1176.0,1247,1195.0,1248,1346,801,784,527,248,236,서울특별시
경범죄처벌법,발생건수[건],건,409.0,898,1197.0,1588,1623,1780,2077,2105,1888,2378,서울특별시
고압가스안전관리법,발생건수[건],건,15.0,10,4.0,46,28,8,15,8,10,15,서울특별시
골재채취법,발생건수[건],건,5.0,3,4.0,2,6,-,-,1,-,-,서울특별시
공무방해에관한죄,발생건수[건],건,3250.0,3549,3313.0,3016,2717,2442,2444,2239,1952,2353,서울특별시
공유수면관리및매립에관한법률위반,발생건수[건],건,,,,-,-,1,-,-,-,-,서울특별시
공인중개사법,발생건수[건],건,130.0,273,220.0,141,145,140,146,142,127,148,서울특별시
과실치사상의죄,발생건수[건],건,858.0,902,1018.0,1000,1050,1122,1146,1060,963,1046,서울특별시
교육환경법,발생건수[건],건,,,,,548,325,220,140,121,159,서울특별시
국민건강보험법,발생건수[건],건,15.0,46,92.0,126,133,112,96,73,60,75,서울특별시
국민연금법,발생건수[건],건,6.0,3,15.0,5,18,24,49,24,18,30,서울특별시
국토의계획및이용에관한법률,발생건수[건],건,37.0,33,108.0,82,21,45,36,13,12,18,서울특별시
권리행사를방해하는죄,발생건수[건],건,1041.0,1151,1438.0,1639,2117,2030,1569,1231,804,799,서울특별시
낙태의죄,발생건수[건],건,10.0,4,6.0,9,8,9,5,3,-,1,서울특별시
낚시관리및육성법위반,발생건수[건],건,,,,-,-,-,-,-,-,1,서울특별시
내수면어업법,발생건수[건],건,1.0,1,4.0,2,-,1,1,-,-,-,서울특별시
농수산물유통및가격안정에관한법률,발생건수[건],건,1.0,,2.0,5,6,5,2,1,2,1,서울특별시
농수산물품질관리법,발생건수[건],건,,1,,-,-,-,-,2,-,-,서울특별시
농지법,발생건수[건],건,5.0,6,5.0,4,6,1,2,6,2,10,서울특별시
담배사업법,발생건수[건],건,35.0,26,41.0,45,54,37,42,25,22,17,서울특별시
도시가스사업법,발생건수[건],건,13.0,6,4.0,5,8,8,5,6,11,5,서울특별시
도시공원및녹지등에관한법률,발생건수[건],건,10.0,14,23.0,34,27,15,10,15,16,10,서울특별시
도주와도주원조죄,발생건수[건],건,,,1.0,1,1,-,-,2,4,1,서울특별시
독점규제및공정거래에관한법률,발생건수[건],건,3.0,3,,2,-,2,3,2,-,4,서울특별시
동물보호법,발생건수[건],건,,,,,,,,,148,148,서울특별시
명예에관한죄,발생건수[건],건,5438.0,7277,7803.0,7639,6290,7237,6860,6884,7711,11495,서울특별시
무고의죄,발생건수[건],건,913.0,973,919.0,1023,1046,1188,1137,1200,1057,1242,서울특별시
문화재보호법,발생건수[건],건,8.0,31,8.0,12,13,8,17,16,21,12,서울특별시
밀항단속법,발생건수[건],건,2.0,1,2.0,3,-,-,1,-,-,-,서울특별시
방문판매등에관한법률,발생건수[건],건,54.0,48,54.0,77,81,49,67,63,20,13,서울특별시
배타적경제수역의외국인어업등에관한법률,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
범인은닉·범인도피죄,발생건수[건],건,25.0,19,33.0,22,13,14,18,22,18,21,서울특별시
변호사법,발생건수[건],건,136.0,156,160.0,144,111,141,104,106,76,92,서울특별시
보안관찰법,발생건수[건],건,1.0,1,,3,1,-,-,-,-,-,서울특별시
부정경쟁방지및영업비밀보호에관한법률,발생건수[건],건,190.0,171,149.0,204,139,177,192,216,149,216,서울특별시
비밀침해죄,발생건수[건],건,9.0,18,16.0,23,32,22,33,30,29,30,서울특별시
비파괴검사기술의진흥및관리에관한법률,발생건수[건],건,,,,,,-,-,-,-,-,서울특별시
사격장안전법,발생건수[건],건,1.0,,,-,-,2,-,-,1,-,서울특별시
산림법,발생건수[건],건,,1,2.0,1,-,-,-,12,8,2,서울특별시
생명윤리및안전에관한법률,발생건수[건],건,,3,1.0,-,-,3,5,4,1,2,서울특별시
석유및석유대체연료사업법,발생건수[건],건,22.0,31,32.0,28,26,17,12,10,6,3,서울특별시
석유사업법,발생건수[건],건,,1,,,,,,,,,서울특별시
선박안전법,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
선박직원법,발생건수[건],건,,1,1.0,-,-,-,-,-,-,-,서울특별시
성매매방지및피해자보호등에관한법률위반,발생건수[건],건,1.0,6,1.0,2,1,5,3,2,1,1,서울특별시
성매매알선등행위의처벌에관한법률위반(성매매),발생건수[건],건,230.0,236,257.0,512,491,434,343,191,275,151,서울특별시
성매매알선등행위의처벌에관한법률위반(성매매강요등),발생건수[건],건,2.0,2,3.0,4,3,2,3,6,2,2,서울특별시
성매매알선등행위의처벌에관한법률위반(성매매광고),발생건수[건],건,18.0,12,8.0,84,37,30,24,28,15,37,서울특별시
성매매알선등행위의처벌에관한법률위반(성매매알선등),발생건수[건],건,595.0,814,658.0,1084,693,542,377,251,133,111,서울특별시
성매매알선등행위의처벌에관한법률위반(아동·청소년),발생건수[건],건,2.0,,1.0,1,-,-,1,-,-,-,서울특별시
성매매알선등행위의처벌에관한법률위반(기타),발생건수[건],건,592.0,562,636.0,776,533,406,295,193,148,154,서울특별시
성폭력범죄의처벌등에관한특례법위반(기타),발생건수[건],건,245.0,486,604.0,500,412,984,1028,1142,1150,1181,서울특별시
소방기본법,발생건수[건],건,2.0,4,3.0,21,11,7,3,-,1,7,서울특별시
수도법,발생건수[건],건,3.0,3,2.0,1,6,7,12,17,18,7,서울특별시
수산업법,발생건수[건],건,,,,-,-,-,-,-,-,-,서울특별시
신앙에관한죄,발생건수[건],건,30.0,43,18.0,23,44,43,118,17,16,14,서울특별시
신용정보의이용및보호에관한법률,발생건수[건],건,27.0,7,7.0,12,48,6,8,9,8,11,서울특별시
실화및업무상실화죄,발생건수[건],건,275.0,274,289.0,282,289,321,323,367,388,437,서울특별시
스토킹처벌법,발생건수[건],건,,,,,,,,,247,2460,서울특별시
아동·청소년의성보호에관한법률위반(강요행위등),발생건수[건],건,10.0,3,5.0,6,7,9,8,3,4,2,서울특별시
아동·청소년의성보호에관한법률위반(매매),발생건수[건],건,1.0,2,,2,5,2,1,1,2,-,서울특별시
아동·청소년의성보호에관한법률위반(성매수등),발생건수[건],건,43.0,39,34.0,29,56,16,36,25,25,37,서울특별시
아동·청소년의성보호에관한법률위반(알선영업행위등),발생건수[건],건,7.0,14,14.0,29,9,4,2,9,7,4,서울특별시
아동·청소년의성보호에관한법률위반(기타),발생건수[건],건,203.0,65,50.0,71,70,70,74,86,86,72,서울특별시
